Data,Producer 1 (kW),Producer 2 (kW),Producer 3 (kW),Total (kW)
17/03/2019 07:30:00,0.024,0.003,0.02,0.047
17/03/2019 07:45:00,0.08,0.034,0.055,0.169
17/03/2019 08:00:00,0.134,0.085,0.094,0.313
17/03/2019 08:15:00,0.109,0.07,0.084,0.263
17/03/2019 08:30:00,0.221,0.137,0.173,0.531
17/03/2019 08:45:00,0.382,0.276,0.339,0.997
17/03/2019 09:00:00,0.509,0.347,0.36,1.216
17/03/2019 09:15:00,0.455,0.31,0.261,1.026
17/03/2019 09:30:00,0.337,0.241,0.248,0.826
17/03/2019 09:45:00,0.38,0.309,0.274,0.963
17/03/2019 10:00:00,0.452,0.406,0.343,1.201
17/03/2019 10:15:00,0.449,0.404,0.478,1.331
17/03/2019 10:30:00,0.459,0.368,0.423,1.25
17/03/2019 10:45:00,0.432,0.318,0.257,1.007
17/03/2019 11:00:00,0.494,0.456,0.271,1.221
17/03/2019 11:15:00,0.654,0.577,0.464,1.695
17/03/2019 11:30:00,0.853,0.506,0.455,1.814
17/03/2019 11:45:00,1.3,0.893,0.619,2.812
17/03/2019 12:00:00,1.234,1.196,1.305,3.735
17/03/2019 12:15:00,2.262,1.073,1.114,4.449
17/03/2019 12:30:00,1.217,0.983,0.835,3.035
17/03/2019 12:45:00,0.451,0.734,0.401,1.586
17/03/2019 13:00:00,0.774,1.635,2.105,4.514
17/03/2019 13:15:00,0.648,1.002,0.876,2.526
17/03/2019 13:30:00,0.207,1.292,0.726,2.225
17/03/2019 13:45:00,0.58,1.799,2.64,5.019
17/03/2019 14:00:00,0.626,2.189,2.603,5.418
17/03/2019 14:15:00,0.685,0.89,2.278,3.853
17/03/2019 14:30:00,0.564,1.636,2.84,5.04
17/03/2019 14:45:00,0.876,1.768,2.783,5.427
17/03/2019 15:00:00,1.029,1.553,0.553,3.135
17/03/2019 15:15:00,0.777,1.275,2.674,4.726
17/03/2019 15:30:00,0.297,1.446,2.076,3.819
17/03/2019 15:45:00,0.403,0.574,1.046,2.023
17/03/2019 16:00:00,0.574325674,1.066,1.263,2.903325674
17/03/2019 16:15:00,0.686,0.508,1.318,2.512
17/03/2019 16:30:00,0.677,0.972,1.311,2.96
17/03/2019 16:45:00,0.7385,0.835,1.537,3.1105
17/03/2019 17:00:00,0.8,0.423,0.75,1.973
17/03/2019 17:15:00,0.77,0.513,0.856,2.139
17/03/2019 17:30:00,0.64,0.294,0.736,1.67
17/03/2019 17:45:00,0.449,0.248,0.551,1.248
17/03/2019 18:00:00,0.209,0.143,0.165,0.517
17/03/2019 18:15:00,0.137,0.088,0.104,0.329
17/03/2019 18:30:00,0.052,0.03,0.035,0.117
17/03/2019 18:45:00,0,0,0,0
17/03/2019 19:00:00,0,0,0,0
17/03/2019 19:15:00,0,0,0,0
17/03/2019 19:30:00,0,0,0,0
17/03/2019 19:45:00,0,0,0,0
17/03/2019 20:00:00,0,0,0,0
17/03/2019 20:15:00,0,0,0,0
17/03/2019 20:30:00,0,0,0,0
17/03/2019 20:45:00,0,0,0,0
17/03/2019 21:00:00,0,0,0,0
17/03/2019 21:15:00,0,0,0,0
17/03/2019 21:30:00,0,0,0,0
17/03/2019 21:45:00,0,0,0,0
17/03/2019 22:00:00,0,0,0,0
17/03/2019 22:15:00,0,0,0,0
17/03/2019 22:30:00,0,0,0,0
17/03/2019 22:45:00,0,0,0,0
17/03/2019 23:00:00,0,0,0,0
17/03/2019 23:15:00,0,0,0,0
17/03/2019 23:30:00,0,0,0,0
17/03/2019 23:45:00,0,0,0,0
18/03/2019 00:00:00,0,0,0,0
18/03/2019 00:15:00,0,0,0,0
18/03/2019 00:30:00,0,0,0,0
18/03/2019 00:45:00,0,0,0,0
18/03/2019 01:00:00,0,0,0,0
18/03/2019 01:15:00,0,0,0,0
18/03/2019 01:30:00,0,0,0,0
18/03/2019 01:45:00,0,0,0,0
18/03/2019 02:00:00,0,0,0,0
18/03/2019 02:15:00,0,0,0,0
18/03/2019 02:30:00,0,0,0,0
18/03/2019 02:45:00,0,0,0,0
18/03/2019 03:00:00,0,0,0,0
18/03/2019 03:15:00,0,0,0,0
18/03/2019 03:30:00,0,0,0,0
18/03/2019 03:45:00,0,0,0,0
18/03/2019 04:00:00,0,0,0,0
18/03/2019 04:15:00,0,0,0,0
18/03/2019 04:30:00,0,0,0,0
18/03/2019 04:45:00,0,0,0,0
18/03/2019 05:00:00,0,0,0,0
18/03/2019 05:15:00,0,0,0,0
18/03/2019 05:30:00,0,0,0,0
18/03/2019 05:45:00,0,0,0,0
18/03/2019 06:00:00,0,0,0,0
18/03/2019 06:15:00,0,0,0,0
18/03/2019 06:30:00,0,0,0,0
18/03/2019 06:45:00,0,0,0,0
18/03/2019 07:00:00,0.026,0.011,0.004,0.041
18/03/2019 07:15:00,0.104,0.046,0.026,0.176
18/03/2019 07:30:00,0.163,0.096,0.04,0.299
18/03/2019 07:45:00,0.284,0.687,0.064,1.035
18/03/2019 08:00:00,0.333,0.995,0.086,1.414
18/03/2019 08:15:00,0.477,1.094,0.11,1.681
18/03/2019 08:30:00,0.692,1.398,0.135,2.225
18/03/2019 08:45:00,1.377,1.587,0.185,3.149
18/03/2019 09:00:00,1.901,1.557,0.313,3.771
18/03/2019 09:15:00,2.392,1.781,0.707,4.88
18/03/2019 09:30:00,1.592,1.93,0.898,4.42
18/03/2019 09:45:00,2.377,1.976,1.033,5.386
18/03/2019 10:00:00,3.015,2.115,1.193,6.323
18/03/2019 10:15:00,3.205,2.22,1.312,6.737
18/03/2019 10:30:00,3.31,2.203,1.434,6.947
18/03/2019 10:45:00,1.097,2.22,1.594,4.911
18/03/2019 11:00:00,1.894,2.203,1.746,5.843
18/03/2019 11:15:00,2.818,2.267,2.059,7.144
18/03/2019 11:30:00,2.078,2.271,2.399,6.748
18/03/2019 11:45:00,1.079,2.239,2.647,5.965
18/03/2019 12:00:00,1.533,2.116,2.528,6.177
18/03/2019 12:15:00,0.863,2.183,2.629,5.675
18/03/2019 12:30:00,1.256,2.224,2.557,6.037
18/03/2019 12:45:00,1.218,2.214,2.886,6.318
18/03/2019 13:00:00,1.255,2.118,2.979,6.352
18/03/2019 13:15:00,1.531,2.053,2.854,6.438
18/03/2019 13:30:00,0.833,1.987,2.689,5.509
18/03/2019 13:45:00,1.021,2.107,2.886,6.014
18/03/2019 14:00:00,1.67,1.974,2.74,6.384
18/03/2019 14:15:00,1.658,1.924,2.673,6.255
18/03/2019 14:30:00,0.521,1.864,2.652,5.037
18/03/2019 14:45:00,2.693,1.711,2.333,6.737
18/03/2019 15:00:00,2.626,1.632,2.279,6.537
18/03/2019 15:15:00,2.47,1.545,2.087,6.102
18/03/2019 15:30:00,1.318,1.479,2.131,4.928
18/03/2019 15:45:00,2.018,1.34,1.919,5.277
18/03/2019 16:00:00,1.987,1.216,1.812,5.015
18/03/2019 16:15:00,0.779,1.085,1.726,3.59
18/03/2019 16:30:00,1.514,0.843,1.445,3.802
18/03/2019 16:45:00,1.393,0.796,1.332,3.521
18/03/2019 17:00:00,0.975,0.542,1.1,2.617
18/03/2019 17:15:00,0.624,0.377,0.822,1.823
18/03/2019 17:30:00,0.462,0.231,0.536,1.229
18/03/2019 17:45:00,0.225,0.122,0.288,0.635
18/03/2019 18:00:00,0.155,0.091,0.116,0.362
18/03/2019 18:15:00,0.167,0.097,0.139,0.403
18/03/2019 18:30:00,0.075,0.038,0.05,0.163
18/03/2019 18:45:00,0.008,0.001,0.006,0.015
18/03/2019 19:00:00,0,0,0,0
18/03/2019 19:15:00,0,0,0,0
18/03/2019 19:30:00,0,0,0,0
18/03/2019 19:45:00,0,0,0,0
18/03/2019 20:00:00,0,0,0,0
18/03/2019 20:15:00,0,0,0,0
18/03/2019 20:30:00,0,0,0,0
18/03/2019 20:45:00,0,0,0,0
18/03/2019 21:00:00,0,0,0,0
18/03/2019 21:15:00,0,0,0,0
18/03/2019 21:30:00,0,0,0,0
18/03/2019 21:45:00,0,0,0,0
18/03/2019 22:00:00,0,0,0,0
18/03/2019 22:15:00,0,0,0,0
18/03/2019 22:30:00,0,0,0,0
18/03/2019 22:45:00,0,0,0,0
18/03/2019 23:00:00,0,0,0,0
18/03/2019 23:15:00,0,0,0,0
18/03/2019 23:30:00,0,0,0,0
18/03/2019 23:45:00,0,0,0,0
19/03/2019 00:00:00,0,0,0,0
19/03/2019 00:15:00,0,0,0,0
19/03/2019 00:30:00,0,0,0,0
19/03/2019 00:45:00,0,0,0,0
19/03/2019 01:00:00,0,0,0,0
19/03/2019 01:15:00,0,0,0,0
19/03/2019 01:30:00,0,0,0,0
19/03/2019 01:45:00,0,0,0,0
19/03/2019 02:00:00,0,0,0,0
19/03/2019 02:15:00,0,0,0,0
19/03/2019 02:30:00,0,0,0,0
19/03/2019 02:45:00,0,0,0,0
19/03/2019 03:00:00,0,0,0,0
19/03/2019 03:15:00,0,0,0,0
19/03/2019 03:30:00,0,0,0,0
19/03/2019 03:45:00,0,0,0,0
19/03/2019 04:00:00,0,0,0,0
19/03/2019 04:15:00,0,0,0,0
19/03/2019 04:30:00,0,0,0,0
19/03/2019 04:45:00,0,0,0,0
19/03/2019 05:00:00,0,0,0,0
19/03/2019 05:15:00,0,0,0,0
19/03/2019 05:30:00,0,0,0,0
19/03/2019 05:45:00,0,0,0,0
19/03/2019 06:00:00,0,0,0,0
19/03/2019 06:15:00,0,0,0,0
19/03/2019 06:30:00,0,0,0,0
19/03/2019 06:45:00,0,0,0,0
19/03/2019 07:00:00,0.023,0.009,0.001,0.033
19/03/2019 07:15:00,0.097,0.038,0.002958955,0.137958955
19/03/2019 07:30:00,0.139,0.092,0.008723881,0.239723881
19/03/2019 07:45:00,0.225,0.674,0.018126866,0.917126866
19/03/2019 08:00:00,0.264,0.957,0.031,1.252
19/03/2019 08:15:00,0.414,1.151,0.07,1.635
19/03/2019 08:30:00,0.595,1.337,0.085,2.017
19/03/2019 08:45:00,1.292,1.505,0.11,2.907
19/03/2019 09:00:00,2.042,1.652,0.31,4.004
19/03/2019 09:15:00,2.418,1.789,0.732,4.939
19/03/2019 09:30:00,2.6,1.903,0.885,5.388
19/03/2019 09:45:00,2.786,2.013,1.016,5.815
19/03/2019 10:00:00,2.944,2.077,1.161,6.182
19/03/2019 10:15:00,3.089,2.147,1.276,6.512
19/03/2019 10:30:00,3.221,2.227,1.401,6.849
19/03/2019 10:45:00,3.317,2.301,1.555,7.173
19/03/2019 11:00:00,3.395,2.315,1.714,7.424
19/03/2019 11:15:00,3.455,2.347,2.006,7.808
19/03/2019 11:30:00,3.464,2.243,2.354,8.061
19/03/2019 11:45:00,2.819,2.162,2.674,7.655
19/03/2019 12:00:00,1.94,2.116,2.718,6.774
19/03/2019 12:15:00,2.64,2.08,2.787,7.507
19/03/2019 12:30:00,1.232,2.078,2.81,6.12
19/03/2019 12:45:00,0.66,2.102,2.835,5.597
19/03/2019 13:00:00,1.439,1.99,2.862,6.291
19/03/2019 13:15:00,2.561,1.993,2.843,7.397
19/03/2019 13:30:00,3.391,2,2.818,8.209
19/03/2019 13:45:00,3.32,2.116,2.78,8.216
19/03/2019 14:00:00,3.266,1.98,2.737,7.983
19/03/2019 14:15:00,3.259,1.849,2.657,7.765
19/03/2019 14:30:00,1.359,1.745,2.603,5.707
19/03/2019 14:45:00,2.951,1.752,2.493,7.196
19/03/2019 15:00:00,2.868,1.709,2.391,6.968
19/03/2019 15:15:00,2.682,1.595,2.287,6.564
19/03/2019 15:30:00,2.491,1.488,2.143,6.122
19/03/2019 15:45:00,2.301,1.367,2,5.668
19/03/2019 16:00:00,2.08,1.225,1.848,5.153
19/03/2019 16:15:00,1.839,1.066,1.681,4.586
19/03/2019 16:30:00,1.586,0.892,1.482,3.96
19/03/2019 16:45:00,1.316,0.714,1.28,3.31
19/03/2019 17:00:00,0.886,0.537,1.077,2.5
19/03/2019 17:15:00,0.681,0.372,0.866,1.919
19/03/2019 17:30:00,0.502,0.232,0.663,1.397
19/03/2019 17:45:00,0.275,0.127,0.459,0.861
19/03/2019 18:00:00,0.138,0.068,0.24,0.446
19/03/2019 18:15:00,0.088,0.041,0.069,0.198
19/03/2019 18:30:00,0.045,0.014,0.026,0.085
19/03/2019 18:45:00,0.005,0.001,0.003,0.009
19/03/2019 19:00:00,0,0,0,0
19/03/2019 19:15:00,0,0,0,0
19/03/2019 19:30:00,0,0,0,0
19/03/2019 19:45:00,0,0,0,0
19/03/2019 20:00:00,0,0,0,0
19/03/2019 20:15:00,0,0,0,0
19/03/2019 20:30:00,0,0,0,0
19/03/2019 20:45:00,0,0,0,0
19/03/2019 21:00:00,0,0,0,0
19/03/2019 21:15:00,0,0,0,0
19/03/2019 21:30:00,0,0,0,0
19/03/2019 21:45:00,0,0,0,0
19/03/2019 22:00:00,0,0,0,0
19/03/2019 22:15:00,0,0,0,0
19/03/2019 22:30:00,0,0,0,0
19/03/2019 22:45:00,0,0,0,0
19/03/2019 23:00:00,0,0,0,0
19/03/2019 23:15:00,0,0,0,0
19/03/2019 23:30:00,0,0,0,0
19/03/2019 23:45:00,0,0,0,0
20/03/2019 00:00:00,0,0,0,0
20/03/2019 00:15:00,0,0,0,0
20/03/2019 00:30:00,0,0,0,0
20/03/2019 00:45:00,0,0,0,0
20/03/2019 01:00:00,0,0,0,0
20/03/2019 01:15:00,0,0,0,0
20/03/2019 01:30:00,0,0,0,0
20/03/2019 01:45:00,0,0,0,0
20/03/2019 02:00:00,0,0,0,0
20/03/2019 02:15:00,0,0,0,0
20/03/2019 02:30:00,0,0,0,0
20/03/2019 02:45:00,0,0,0,0
20/03/2019 03:00:00,0,0,0,0
20/03/2019 03:15:00,0,0,0,0
20/03/2019 03:30:00,0,0,0,0
20/03/2019 03:45:00,0,0,0,0
20/03/2019 04:00:00,0,0,0,0
20/03/2019 04:15:00,0,0,0,0
20/03/2019 04:30:00,0,0,0,0
20/03/2019 04:45:00,0,0,0,0
20/03/2019 05:00:00,0,0,0,0
20/03/2019 05:15:00,0,0,0,0
20/03/2019 05:30:00,0,0,0,0
20/03/2019 05:45:00,0,0,0,0
20/03/2019 06:00:00,0,0,0,0
20/03/2019 06:15:00,0,0,0,0
20/03/2019 06:30:00,0,0,0,0
20/03/2019 06:45:00,0.001,0.001,0.001,0.003
20/03/2019 07:00:00,0.02,0.006,0.007623188,0.033623188
20/03/2019 07:15:00,0.099,0.03,0.017,0.146
20/03/2019 07:30:00,0.127,0.115,0.03,0.272
20/03/2019 07:45:00,0.203,0.707,0.043,0.953
20/03/2019 08:00:00,0.266,0.981,0.055,1.302
20/03/2019 08:15:00,0.428,1.188,0.07,1.686
20/03/2019 08:30:00,0.619,1.383,0.085,2.087
20/03/2019 08:45:00,1.323,1.551,0.108,2.982
20/03/2019 09:00:00,2.101,1.71,0.335,4.146
20/03/2019 09:15:00,2.448,1.856,0.733,5.037
20/03/2019 09:30:00,2.654,1.983,0.915,5.552
20/03/2019 09:45:00,2.827,2.08,1.054,5.961
20/03/2019 10:00:00,3,2.143,1.198,6.341
20/03/2019 10:15:00,3.153,2.205,1.312,6.67
20/03/2019 10:30:00,3.285,2.198,1.449,6.932
20/03/2019 10:45:00,1.938,2.226,1.593,5.757
20/03/2019 11:00:00,2.773,2.252,1.777,6.802
20/03/2019 11:15:00,3.469,2.354,2.064,7.887
20/03/2019 11:30:00,1.58,2.231,2.434,6.245
20/03/2019 11:45:00,3.411,2.33,2.749,8.49
20/03/2019 12:00:00,3.318,2.405,2.755,8.478
20/03/2019 12:15:00,1.443,2.255,2.841,6.539
20/03/2019 12:30:00,1.316,2.304,2.883,6.503
20/03/2019 12:45:00,1.946,2.291,2.921,7.158
20/03/2019 13:00:00,2.093,2.16,2.95,7.203
20/03/2019 13:15:00,1.413,2.05,2.935,6.398
20/03/2019 13:30:00,3.466,2.05,2.899,8.415
20/03/2019 13:45:00,3.417,2.08,2.848,8.345
20/03/2019 14:00:00,3.327,2.059,2.777,8.163
20/03/2019 14:15:00,3.213,1.996,2.711,7.92
20/03/2019 14:30:00,1.527,1.97,2.633,6.13
20/03/2019 14:45:00,2.962,1.835,2.541,7.338
20/03/2019 15:00:00,2.842,1.742,2.441,7.025
20/03/2019 15:15:00,2.678,1.692,2.322,6.692
20/03/2019 15:30:00,2.522,1.576,2.187,6.285
20/03/2019 15:45:00,2.351,1.43,2.058,5.839
20/03/2019 16:00:00,2.147,1.281,1.916,5.344
20/03/2019 16:15:00,1.892,1.099,1.737,4.728
20/03/2019 16:30:00,1.642,0.928,1.55,4.12
20/03/2019 16:45:00,1.365,0.739,1.351,3.455
20/03/2019 17:00:00,0.891,0.558,1.141,2.59
20/03/2019 17:15:00,0.705,0.383,0.917,2.005
20/03/2019 17:30:00,0.509,0.232,0.696,1.437
20/03/2019 17:45:00,0.275,0.123,0.491,0.889
20/03/2019 18:00:00,0.133,0.063,0.271,0.467
20/03/2019 18:15:00,0.088,0.039,0.068,0.195
20/03/2019 18:30:00,0.047,0.015,0.027,0.089
20/03/2019 18:45:00,0.006,0.001,0.003,0.01
20/03/2019 19:00:00,0,0,0,0
20/03/2019 19:15:00,0,0,0,0
20/03/2019 19:30:00,0,0,0,0
20/03/2019 19:45:00,0,0,0,0
20/03/2019 20:00:00,0,0,0,0
20/03/2019 20:15:00,0,0,0,0
20/03/2019 20:30:00,0,0,0,0
20/03/2019 20:45:00,0,0,0,0
20/03/2019 21:00:00,0,0,0,0
20/03/2019 21:15:00,0,0,0,0
20/03/2019 21:30:00,0,0,0,0
20/03/2019 21:45:00,0,0,0,0
20/03/2019 22:00:00,0,0,0,0
20/03/2019 22:15:00,0,0,0,0
20/03/2019 22:30:00,0,0,0,0
20/03/2019 22:45:00,0,0,0,0
20/03/2019 23:00:00,0,0,0,0
20/03/2019 23:15:00,0,0,0,0
20/03/2019 23:30:00,0,0,0,0
20/03/2019 23:45:00,0,0,0,0
21/03/2019 00:00:00,0,0,0,0
21/03/2019 00:15:00,0,0,0,0
21/03/2019 00:30:00,0,0,0,0
21/03/2019 00:45:00,0,0,0,0
21/03/2019 01:00:00,0,0,0,0
21/03/2019 01:15:00,0,0,0,0
21/03/2019 01:30:00,0,0,0,0
21/03/2019 01:45:00,0,0,0,0
21/03/2019 02:00:00,0,0,0,0
21/03/2019 02:15:00,0,0,0,0
21/03/2019 02:30:00,0,0,0,0
21/03/2019 02:45:00,0,0,0,0
21/03/2019 03:00:00,0,0,0,0
21/03/2019 03:15:00,0,0,0,0
21/03/2019 03:30:00,0,0,0,0
21/03/2019 03:45:00,0,0,0,0
21/03/2019 04:00:00,0,0,0,0
21/03/2019 04:15:00,0,0,0,0
21/03/2019 04:30:00,0,0,0,0
21/03/2019 04:45:00,0,0,0,0
21/03/2019 05:00:00,0,0,0,0
21/03/2019 05:15:00,0,0,0,0
21/03/2019 05:30:00,0,0,0,0
21/03/2019 05:45:00,0,0,0,0
21/03/2019 06:00:00,0,0,0,0
21/03/2019 06:15:00,0,0,0,0
21/03/2019 06:30:00,0,0,0,0
21/03/2019 06:45:00,0,0,0,0
21/03/2019 07:00:00,0.028,0.011,0.006,0.045
21/03/2019 07:15:00,0.178,0.12,0.098,0.396
21/03/2019 07:30:00,0.153,0.136,0.052,0.341
21/03/2019 07:45:00,0.298,0.847,0.073,1.218
21/03/2019 08:00:00,0.42,1.107,0.121,1.648
21/03/2019 08:15:00,0.515,1.267,0.087,1.869
21/03/2019 08:30:00,0.666,1.409,0.093,2.168
21/03/2019 08:45:00,1.426,1.584,0.121,3.131
21/03/2019 09:00:00,2.158,1.727,0.276,4.161
21/03/2019 09:15:00,2.481,1.856,0.747,5.084
21/03/2019 09:30:00,2.67,1.988,0.939,5.597
21/03/2019 09:45:00,2.873,2.089,1.099,6.061
21/03/2019 10:00:00,3.005,2.193,1.341,6.539
21/03/2019 10:15:00,3.126,2.248,1.488,6.862
21/03/2019 10:30:00,3.244,2.235,1.56,7.039
21/03/2019 10:45:00,3.358,2.238,1.651,7.247
21/03/2019 11:00:00,3.453,2.26,1.798,7.511
21/03/2019 11:15:00,3.464,2.236,1.99,7.69
21/03/2019 11:30:00,3.464,2.319,2.458,8.241
21/03/2019 11:45:00,3.465,2.272,2.666,8.403
21/03/2019 12:00:00,3.464,2.304,2.714,8.482
21/03/2019 12:15:00,3.467,2.316,2.735,8.518
21/03/2019 12:30:00,1.706,2.292,2.758,6.756
21/03/2019 12:45:00,0.992,2.05,2.797,5.839
21/03/2019 13:00:00,1.461,1.985,2.8,6.246
21/03/2019 13:15:00,0.838,1.886,2.802,5.526
21/03/2019 13:30:00,2.016,1.974,2.779,6.769
21/03/2019 13:45:00,2.637,2.012,2.753,7.402
21/03/2019 14:00:00,3.284,1.907,2.682,7.873
21/03/2019 14:15:00,3.22,1.868,2.605,7.693
21/03/2019 14:30:00,3.116,1.846,2.517,7.479
21/03/2019 14:45:00,2.951,1.804,2.416,7.171
21/03/2019 15:00:00,2.801,1.765,2.335,6.901
21/03/2019 15:15:00,2.593,1.632,2.2,6.425
21/03/2019 15:30:00,2.49,1.532,2.079,6.101
21/03/2019 15:45:00,2.332,1.421,1.962,5.715
21/03/2019 16:00:00,2.115,1.267,1.835,5.217
21/03/2019 16:15:00,1.877,1.095,1.707,4.679
21/03/2019 16:30:00,1.625,0.92,1.527,4.072
21/03/2019 16:45:00,1.291,0.736,1.321,3.348
21/03/2019 17:00:00,0.856,0.558,1.104,2.518
21/03/2019 17:15:00,0.699,0.39,0.894,1.983
21/03/2019 17:30:00,0.511,0.247,0.692,1.45
21/03/2019 17:45:00,0.265,0.138,0.49,0.893
21/03/2019 18:00:00,0.145,0.075,0.261,0.481
21/03/2019 18:15:00,0.1,0.046,0.08,0.226
21/03/2019 18:30:00,0.054,0.019,0.031,0.104
21/03/2019 18:45:00,0.01,0.001,0.006,0.017
21/03/2019 19:00:00,0,0,0,0
21/03/2019 19:15:00,0,0,0,0
21/03/2019 19:30:00,0,0,0,0
21/03/2019 19:45:00,0,0,0,0
21/03/2019 20:00:00,0,0,0,0
21/03/2019 20:15:00,0,0,0,0
21/03/2019 20:30:00,0,0,0,0
21/03/2019 20:45:00,0,0,0,0
21/03/2019 21:00:00,0,0,0,0
21/03/2019 21:15:00,0,0,0,0
21/03/2019 21:30:00,0,0,0,0
21/03/2019 21:45:00,0,0,0,0
21/03/2019 22:00:00,0,0,0,0
21/03/2019 22:15:00,0,0,0,0
21/03/2019 22:30:00,0,0,0,0
21/03/2019 22:45:00,0,0,0,0
21/03/2019 23:00:00,0,0,0,0
21/03/2019 23:15:00,0,0,0,0
21/03/2019 23:30:00,0,0,0,0
21/03/2019 23:45:00,0,0,0,0
22/03/2019 00:00:00,0,0,0,0
22/03/2019 00:15:00,0,0,0,0
22/03/2019 00:30:00,0,0,0,0
22/03/2019 00:45:00,0,0,0,0
22/03/2019 01:00:00,0,0,0,0
22/03/2019 01:15:00,0,0,0,0
22/03/2019 01:30:00,0,0,0,0
22/03/2019 01:45:00,0,0,0,0
22/03/2019 02:00:00,0,0,0,0
22/03/2019 02:15:00,0,0,0,0
22/03/2019 02:30:00,0,0,0,0
22/03/2019 02:45:00,0,0,0,0
22/03/2019 03:00:00,0,0,0,0
22/03/2019 03:15:00,0,0,0,0
22/03/2019 03:30:00,0,0,0,0
22/03/2019 03:45:00,0,0,0,0
22/03/2019 04:00:00,0,0,0,0
22/03/2019 04:15:00,0,0,0,0
22/03/2019 04:30:00,0,0,0,0
22/03/2019 04:45:00,0,0,0,0
22/03/2019 05:00:00,0,0,0,0
22/03/2019 05:15:00,0,0,0,0
22/03/2019 05:30:00,0,0,0,0
22/03/2019 05:45:00,0,0,0,0
22/03/2019 06:00:00,0,0,0,0
22/03/2019 06:15:00,0,0,0,0
22/03/2019 06:30:00,0,0,0,0
22/03/2019 06:45:00,0.004,0.001,0.001,0.006
22/03/2019 07:00:00,0.04,0.02,0.002504541,0.062504541
22/03/2019 07:15:00,0.15,0.056,0.007642776,0.213642776
22/03/2019 07:30:00,0.165,0.241,0.017351621,0.423351621
22/03/2019 07:45:00,0.235,0.831,0.032567994,1.098567994
22/03/2019 08:00:00,0.357,1.042,0.054228812,1.453228812
22/03/2019 08:15:00,0.558,1.212,0.08327099,1.85327099
22/03/2019 08:30:00,0.811,1.379,0.120631447,2.310631447
22/03/2019 08:45:00,1.525,1.54,0.1672471,3.2322471
22/03/2019 09:00:00,2.174,1.677,0.224054864,4.075054864
22/03/2019 09:15:00,2.461,1.808,0.291991658,4.560991658
22/03/2019 09:30:00,2.647,1.914,0.371994397,4.932994397
22/03/2019 09:45:00,2.826,1.996,0.465,5.287
22/03/2019 10:00:00,2.975,2.06,1.338,6.373
22/03/2019 10:15:00,3.098,2.062,1.453,6.613
22/03/2019 10:30:00,3.2,2.138,1.544,6.882
22/03/2019 10:45:00,3.314,2.154,1.668,7.136
22/03/2019 11:00:00,3.385,2.137,1.821,7.343
22/03/2019 11:15:00,3.44,2.158,2.071,7.669
22/03/2019 11:30:00,3.465,2.076,2.475,8.016
22/03/2019 11:45:00,3.466,1.991,2.719,8.176
22/03/2019 12:00:00,3.469,2.065,2.755,8.289
22/03/2019 12:15:00,3.466,1.962,2.833,8.261
22/03/2019 12:30:00,3.47,2.024,2.912,8.406
22/03/2019 12:45:00,1.419,1.977,2.894,6.29
22/03/2019 13:00:00,3.452,1.941,2.897,8.29
22/03/2019 13:15:00,3.465,1.86,2.865,8.19
22/03/2019 13:30:00,2.739,1.882,2.841,7.462
22/03/2019 13:45:00,1.942,1.924,2.815,6.681
22/03/2019 14:00:00,3.337,1.889,2.741,7.967
22/03/2019 14:15:00,3.251,1.856,2.682,7.789
22/03/2019 14:30:00,3.073,1.814,2.607,7.494
22/03/2019 14:45:00,2.919,1.763,2.52,7.202
22/03/2019 15:00:00,2.81,1.673,2.381,6.864
22/03/2019 15:15:00,2.664,1.605,2.288,6.557
22/03/2019 15:30:00,2.509,1.523,2.18,6.212
22/03/2019 15:45:00,2.312,1.397,2.005,5.714
22/03/2019 16:00:00,2.093,1.25,1.866,5.209
22/03/2019 16:15:00,1.848,1.084,1.689,4.621
22/03/2019 16:30:00,1.601,0.906,1.493,4
22/03/2019 16:45:00,1.199,0.729,1.297,3.225
22/03/2019 17:00:00,0.839,0.552,1.081,2.472
22/03/2019 17:15:00,0.663,0.387,0.859,1.909
22/03/2019 17:30:00,0.478,0.248,0.653,1.379
22/03/2019 17:45:00,0.257,0.145,0.461,0.863
22/03/2019 18:00:00,0.157,0.082,0.267,0.506
22/03/2019 18:15:00,0.107,0.05,0.087,0.244
22/03/2019 18:30:00,0.06,0.024,0.038,0.122
22/03/2019 18:45:00,0.014,0.001,0.009,0.024
22/03/2019 19:00:00,0,0,0,0
22/03/2019 19:15:00,0,0,0,0
22/03/2019 19:30:00,0,0,0,0
22/03/2019 19:45:00,0,0,0,0
22/03/2019 20:00:00,0,0,0,0
22/03/2019 20:15:00,0,0,0,0
22/03/2019 20:30:00,0,0,0,0
22/03/2019 20:45:00,0,0,0,0
22/03/2019 21:00:00,0,0,0,0
22/03/2019 21:15:00,0,0,0,0
22/03/2019 21:30:00,0,0,0,0
22/03/2019 21:45:00,0,0,0,0
22/03/2019 22:00:00,0,0,0,0
22/03/2019 22:15:00,0,0,0,0
22/03/2019 22:30:00,0,0,0,0
22/03/2019 22:45:00,0,0,0,0
22/03/2019 23:00:00,0,0,0,0
22/03/2019 23:15:00,0,0,0,0
22/03/2019 23:30:00,0,0,0,0
22/03/2019 23:45:00,0,0,0,0
23/03/2019 00:00:00,0,0,0,0
23/03/2019 00:15:00,0,0,0,0
23/03/2019 00:30:00,0,0,0,0
23/03/2019 00:45:00,0,0,0,0
23/03/2019 01:00:00,0,0,0,0
23/03/2019 01:15:00,0,0,0,0
